"","logFC","logCPM","PValue","FDR"
"YGR201C",-0.222167285368962,4.77443926806588,0.420474488045405,0.535249118240128
"YJR084W",-0.138352366486718,5.83739875780578,0.420546417221287,0.535249118240128
"YDR135C",-0.0918391016195052,7.95663061758056,0.421215415384808,0.535983722981588
"YBL111C",-1.17601754898355,2.20907341934796,0.421365371249204,0.535983722981588
"YIL103W",0.241233175934982,5.18069470752582,0.421395348877868,0.535983722981588
"YGL060W",-0.155663566250655,5.11791680800297,0.42256036679059,0.537285440661847
"YEL033W",0.21619558162513,6.2837315425765,0.422680754947006,0.537285440661847
"YPL090C",0.102377200565269,10.4849426099889,0.422691182403396,0.537285440661847
"YGL037C",0.108208466369819,9.94830296622386,0.423850493090575,0.538643334969273
"YLL004W",-0.213653616656116,3.90042834783759,0.424041826277691,0.538770772189199
"YJR069C",0.129681053321866,5.92538153763398,0.424461003301647,0.5391875819098
"YDR194C",0.192354319662478,6.69472140651455,0.42528743595254,0.540121433468809
"YPL117C",-0.129051097384476,6.92353459766865,0.425541442078492,0.540328049952454
"YHR200W",-0.107617524652687,8.28799169837023,0.425927080214243,0.540701680675322
"YMR230W-A",-0.507289574487938,1.7936385422463,0.426231806043329,0.540972457391329
"YER074W",-0.0846979280933532,10.4419197723225,0.426726573466583,0.541484266609859
"YJL095W",-0.121521255443664,6.07329380441389,0.427488808535004,0.542320877801836
"YJR056C",-0.220526771763924,4.70222502925713,0.42756918961392,0.542320877801836
"YDR185C",-0.176125619422846,4.82058028615352,0.427693074721517,0.542361749491474
"YPL026C",0.149587154371365,6.24695055318456,0.428346863331711,0.54307443546898
"YAL039C",-0.134519895839628,7.78413417287096,0.428454509993549,0.543086272497161
"YLR068W",0.365511890192425,3.90794065114077,0.428602941238355,0.543086272497161
"YLR019W",-0.130381567911109,7.33968381998196,0.428631551894836,0.543086272497161
"YPL072W",-0.182550944808396,4.90822775281133,0.429441454168403,0.543995950399152
"YMR235C",-0.110589509485499,7.61747395198122,0.429670768109658,0.544169934697099
"YLR064W",-0.152032157016998,5.72133142386417,0.429795043035327,0.544178410606844
"YPR163C",0.121085222504193,8.88471966434498,0.429861397866552,0.544178410606844
"YOL066C",-0.122288527306353,5.5464097143469,0.430400954456627,0.544744908560398
"YGL241W",0.123701792530302,5.60699429868435,0.430939692429886,0.545310128337817
"YPL039W",-0.198225406863557,5.09377698404959,0.43171991117024,0.546078254886643
"YPL045W",-0.126240996027972,5.73853608587987,0.431731295649775,0.546078254886643
"YDR258C",0.130640588639371,7.17428170261749,0.432066471430673,0.546385405312094
"YBR120C",-0.193644308141121,4.25430177215622,0.43223991703212,0.546487946384413
"YNL166C",-0.123336246882518,6.11265163011836,0.432792551843832,0.547069756304198
"YAR050W",0.156490289496092,4.94526534781531,0.433198066637881,0.547465390921901
"YLL009C",0.13767275108635,5.38071978547382,0.434416955395359,0.548888559699837
"YAL048C",0.164451341288094,4.4721479674059,0.435025078521528,0.549539579336439
"YFR002W",-0.117521754313167,6.4324751802531,0.435619507889618,0.550078413582872
"YGR173W",0.176646748205944,5.45804881619146,0.435644952829807,0.550078413582872
"YER143W",-0.1178952049712,6.73578748619262,0.435730526358446,0.550078413582872
"YNR039C",-0.144048773943623,5.60073408836001,0.435969778346953,0.550186554643172
"YCR073W-A",-0.148414082048267,7.02749277749325,0.436002155606191,0.550186554643172
"YGL066W",-0.131237072518297,6.26463471530277,0.436122528881009,0.55022110946459
"YML011C",-0.202987329168293,4.57677569188241,0.437863725443234,0.55225443924734
"YBR196C-B",-0.559541561337775,1.59421632224509,0.437920876955977,0.55225443924734
"YDL203C",-0.125515663177844,5.51614532215337,0.438321581940876,0.552551494237362
"YLR218C",-0.141082009350566,6.21715582153556,0.438343199923978,0.552551494237362
"YLR387C",-0.116154994708904,6.89487362515405,0.438895716043099,0.553130128184668
"YBL100W-A",-0.856379660169295,1.62225436017938,0.439122236254239,0.553297758074177
"YPR043W",0.0825815155124673,10.1780685237737,0.439992633738082,0.554125884981773
"YCR083W",-0.158863319773376,5.37112217089989,0.440014339202065,0.554125884981773
"YER129W",-0.117286332715401,6.77853338139689,0.44006042479793,0.554125884981773
"YPR194C",0.20833849551464,3.78636356820419,0.440293192687872,0.554301025773221
"YDR364C",-0.168822947359518,4.97896718550275,0.440643792261005,0.554624403064958
"YNR066C",0.380099282017888,2.81773425148247,0.441055314584516,0.555024308038405
"YAR020C",-0.408724507648784,2.26991586067982,0.442258793967582,0.556420430343649
"YOR168W",0.140857690723915,7.87387330082069,0.442408413807534,0.556490345344213
"YNR030W",-0.123010982965392,6.18715636976302,0.442795994782564,0.556859490144194
"YDR130C",-0.183552596034884,4.71164284920338,0.443110723596078,0.557136878775604
"YER168C",-0.130184123583122,5.56994798375369,0.443640231144513,0.557585115742099
"YPL203W",-0.122025277159702,6.91287124398766,0.443655691214095,0.557585115742099
"YEL031W",-0.0872232540105075,8.79845565412454,0.444373577404788,0.558368752920818
"YCR020W-B",-0.339922510603092,3.31501700148544,0.445447572910162,0.559599424396906
"YOR071C",-0.131539079396151,5.61448081328184,0.445675145047493,0.559766468530252
"YHR077C",0.131324856998776,7.02341200651579,0.446204309474831,0.560312160263704
"YJR146W",-0.302658719918181,3.46297548304699,0.446363324019381,0.560392910719855
"YFR009W",-0.0971466733456896,7.88853750199921,0.447031579690169,0.561112824995064
"YGR161W-A",-0.954476812064486,1.57825093481877,0.447925540064532,0.562031388770533
"YFL002W-B",-0.954453918274823,1.57825093481877,0.447953359716382,0.562031388770533
"YHL017W",-0.114864791415869,6.54295617580834,0.44815578355616,0.562166158851346
"YNR028W",-0.133360120897987,6.10814374604671,0.448317370014051,0.562249656289348
"YGL056C",-0.127592052241342,6.59475713868003,0.448569637306881,0.562446820077308
"YIL045W",-0.134979158880273,5.56214799131696,0.448970558318016,0.562830252874512
"YER184C",0.160274232894634,4.84670540232503,0.449439569008923,0.563298862492226
"YDR166C",-0.144602956340227,5.63268261035281,0.449757543281616,0.563578014315401
"YGR034W",-0.0943520462258503,10.0477650459594,0.450113841579897,0.563905060476022
"YGR147C",0.101718788318985,6.66519092505875,0.450312119042738,0.564034040723091
"YPL283C",-0.147905899698798,5.34078358991854,0.45057938122728,0.564180258264578
"YGR296W",-0.147908627263037,5.34078358991854,0.450619553922325,0.564180258264578
"YAL020C",-0.128627642783488,6.62293185576265,0.451825005971368,0.565569824483306
"YBR169C",-0.127278145813556,6.48940243368594,0.453907381765528,0.568056255902417
"YHR022C",-0.357654243773545,2.69437660885199,0.454262423279365,0.568380367634595
"YDR454C",-0.118676421613681,7.57469589015739,0.45462028718371,0.568707872994929
"YMR321C",-0.142105401833165,5.52010807742154,0.455029775809597,0.569099806270427
"YER149C",-0.15108112691661,4.68417929161729,0.455319805347013,0.569342199543169
"YLR333C",-0.0967635903420859,8.57206656163627,0.455553743711097,0.569514367534029
"YDR300C",0.13316186410616,6.66940688893944,0.455682922675691,0.569555524603309
"YMR123W",-0.141414336920996,5.95059377609046,0.456099763350386,0.569956135109659
"YFR048W",-0.134916459779033,5.47481622825591,0.456720313639348,0.57061108441808
"YOR014W",-0.0981953698710689,7.6975985905027,0.457163336751217,0.571044007506217
"YDR144C",-0.129011222708127,6.33381154035835,0.457357830034194,0.571166374063387
"YJL134W",-0.129952852312318,6.47362157920421,0.457460584990961,0.571174146738028
"YOR253W",0.133140994403007,5.81595027223946,0.457933386926292,0.571643850304403
"YGR094W",-0.0772059035181821,9.53973038438241,0.458541553468187,0.572282297378457
"YJL026W",0.0826140995841104,8.24739822114264,0.458874774356252,0.572545975948186
"YOR186W",-0.397953793374821,1.99996394145235,0.458973539161191,0.572545975948186
"YGR288W",-0.182220496437101,4.8398774563807,0.459043114736893,0.572545975948186
"YNL007C",0.144221445543625,7.96881247355193,0.460154573253475,0.573811298196167
"YGL259W",0.325500063351344,2.42702121664771,0.460911316089712,0.574633851096255
"YMR038C",0.084395678460759,7.46355290136103,0.461420661703591,0.575135933737916
"YNL121C",-0.121369292534693,7.44123881423567,0.46150843559027,0.575135933737916
"YNL190W",0.0869484836883929,8.01115037981669,0.46206562082776,0.575631833876166
"YIL030C",-0.0902509169744075,7.44250377921009,0.462187030183473,0.575631833876166
"YNL126W",-0.235330763389754,4.31672032893366,0.462198215775844,0.575631833876166
"YER144C",-0.111087790847233,6.80827659609614,0.462666749983613,0.576094099253585
"YPL132W",-0.165208358264274,4.75547642797586,0.462852639801363,0.576204306691493
"YCR101C",-0.366037742431088,1.98117437370527,0.462983372408239,0.576245817109708
"YDL236W",-0.0927419593981593,7.50561113954637,0.463115871433942,0.576289508154497
"YDR121W",-0.113683697165034,5.54964549741539,0.463890492786951,0.577132053368458
"YER019W",-0.120074355373329,7.40125617947543,0.464271804971242,0.577378394696314
"YOR175C",-0.109528713196141,7.26257186058414,0.46428365759085,0.577378394696314
"YPL083C",-0.177276020883931,4.45142035580147,0.464535084516676,0.577569677471143
"YJR140C",-0.112709453001291,5.67027727020138,0.464684071528443,0.577633540175168
"YDR161W",0.21602165265887,6.07536727065166,0.464854260371155,0.577723725817291
"YBR030W",0.175132995453628,5.2534253938653,0.465004942802559,0.577789635985456
"YLR106C",0.125158412348906,8.40636708104769,0.465618583641922,0.578430644427725
"YGL235W",0.610397691584354,1.77087343195771,0.465816273124406,0.578546601982441
"YBR143C",0.113469088222331,8.36015625194184,0.46590823816338,0.578546601982441
"YDR477W",-0.0992648461463088,7.2215034147787,0.466078766021347,0.578546601982441
"YNL033W",-0.567162460845763,3.42422978488746,0.466103033910815,0.578546601982441
"YBR263W",0.0826493556670595,8.15407950172553,0.466301332529652,0.578671347436651
"YDL087C",-0.143318782427754,5.14219282709866,0.466475753031499,0.578766414486765
"YIL134W",0.147630090003528,4.68515045522317,0.466808129406588,0.579057379811065
"YAL064W-B",0.608436770222991,1.93399706613451,0.467289768164583,0.579533338551632
"YGL157W",-0.109602562551433,7.03474520762308,0.467512212007552,0.579687711326213
"YKL068W",-0.125515549930946,6.35872282362044,0.46827637117817,0.580400586951658
"YJR120W",-0.334533223330109,2.02929033261141,0.468283319605749,0.580400586951658
"YBR288C",-0.153497079303067,5.73611550303888,0.4689641356786,0.581122678703723
"YGL144C",-0.174185443411079,4.93257430807418,0.469260967650045,0.581339209308857
"YOR008C-A",1.50539906586416,0.860733807680415,0.469546530166438,0.581339209308857
"YLR216C",-0.102303785140617,7.84882457257027,0.469606218842561,0.581339209308857
"YOR394C-A",-0.715203540269067,1.19889889470514,0.469610709523361,0.581339209308857
"YJL139C",-0.146557025282222,5.38059497597229,0.469630120077123,0.581339209308857
"YMR158W",0.166752401586135,4.91802442326783,0.46984693606797,0.581485948695707
"YMR001C-A",1.06340847488571,0.911723229166421,0.470003647987409,0.581558257035027
"YPL111W",-0.131961652655953,7.27123213552041,0.470334291271392,0.581845703837095
"YJR111C",-0.139261552627019,5.46153493262295,0.470957725865602,0.582495163868471
"YOL127W",-0.0915959540080683,10.5825895453957,0.472014164549856,0.583679793446499
"YNL151C",0.120758232495216,6.56163007266836,0.472156062622974,0.583695409605862
"YNR052C",0.112629427453554,6.75961270597892,0.472224087507734,0.583695409605862
"YAR014C",-0.096673304006464,6.75473834201352,0.473239672528742,0.58482855938859
"YHL008C",-0.10653318224146,6.0708129358831,0.473577209051084,0.585123480049126
"YOR207C",0.115062476730211,7.24535485566554,0.474009161526531,0.585468372983668
"YBL072C",-0.0839055920868511,10.9896927394548,0.474054246233692,0.585468372983668
"YBL028C",0.277795137033058,4.44480087002503,0.474451255917056,0.585836410947667
"YPL249C-A",-0.0832488324169059,10.0866546598084,0.474649706758163,0.585959172728574
"YDR039C",0.364954961178092,6.55061757824267,0.475859122219276,0.58730603367688
"YGL040C",0.087529939164656,7.51237568445972,0.475939231279472,0.58730603367688
"YOR140W",-0.121365719361429,5.63749181343938,0.476182253861232,0.587483402021874
"YBL013W",-0.388945682241496,2.72090780276652,0.476677688609162,0.587972041588579
"Q0055",-1.07630567734937,0.952718356914512,0.476954790752445,0.58819122486082
"YGR132C",-0.100006025493441,7.60117996970734,0.477227135292659,0.588404450828644
"YOR301W",-0.139996612670957,5.61647876998326,0.477393939327487,0.588435608067408
"YJR123W",0.0707507572157222,11.663655534847,0.4774513020672,0.588435608067408
"YGR171C",-0.148003588368278,4.75041081044378,0.478316291494916,0.589378903951566
"YPL089C",-0.114568305938002,7.52561734535179,0.478476717942984,0.58941220707167
"YHR011W",-0.153892984058834,4.78965372028006,0.478542545677253,0.58941220707167
"YKL176C",-0.104979989439451,6.5476265440559,0.479881030216423,0.590937784763907
"YER039C-A",-0.466745283115498,2.53062477679118,0.481025693827242,0.592224101201788
"YJR019C",-0.163711569906015,6.31213751866841,0.481443020812253,0.592520569373322
"YOR149C",-0.151818611882634,4.96150527281373,0.481466773288311,0.592520569373322
"YLR206W",-0.108786736720457,8.17046679393212,0.481863728463681,0.59288577278428
"YPL038W",-0.161503736283128,4.56399021430895,0.482094075510116,0.593045872098411
"YJR024C",-0.102010132148019,6.22718869890598,0.482582946369406,0.593523860666759
"YBR286W",0.0787066679035833,10.0828810104195,0.483487603508837,0.594512915619657
"YNL022C",-0.13697859097958,5.36488179022801,0.484372549710313,0.595477327370854
"YEL011W",0.128481626717907,9.16049506582914,0.484547071485876,0.595568139173646
"YGR109C",-0.298123281028575,2.13910672745854,0.484919084862631,0.595901604388824
"YDR464W",-0.136080518335094,6.00418557645132,0.486467594921353,0.597561524021684
"YKL023C-A",0.152241263212021,4.98174304792754,0.486471837284511,0.597561524021684
"YCL009C",0.115707523578568,9.10466287314871,0.486708050393715,0.597727591153925
"YCR068W",0.159388413488313,5.61276124707732,0.487336759865588,0.598375515278001
"YOR006C",-0.133917617491798,5.59642297590189,0.487536734639669,0.598496858685253
"YKL174C",-0.120558474414242,6.14251169787013,0.488512013535772,0.599569712526688
"YML112W",-0.177673125784525,4.97044782654023,0.48862732830602,0.599586872996001
"YOL015W",-0.163418890504796,4.28309960879966,0.488841019033122,0.599724716902133
"YIL009W",0.168215642677044,5.82926461327159,0.489225731532368,0.60007227476721
"YJL129C",-0.0863679338656914,7.2259914001851,0.489826568801504,0.600573645666704
"YER027C",-0.108077647826879,6.73981292740914,0.489837487576054,0.600573645666704
"YBR284W",-0.197411926769685,4.05666858865336,0.49015915524978,0.600843530477097
"YPL096C-A",-0.206882348571155,4.31879231601303,0.49107581441941,0.601842500811857
"YJL088W",0.337509545603114,2.46748061115226,0.49162081256534,0.60225147683941
"YJL076W",0.112892618445111,7.2834365052051,0.491676585511813,0.60225147683941
"YGL019W",-0.0841570582990058,7.43424184943182,0.491714869800776,0.60225147683941
"YOR068C",-0.359745834023756,2.54228859099726,0.49258836444831,0.603196471945499
"YBL007C",-0.090013186667147,8.43927987386706,0.492757657287531,0.603217381537302
"YPL068C",-0.181519015524986,3.81628957588562,0.492809332829359,0.603217381537302
"YCL033C",-0.160272078476345,6.34061351137556,0.49293421712486,0.603245452477311
"YGL178W",-0.182797210985775,6.09128615464175,0.493381369518354,0.603667817088523
"YML039W",0.963529536879564,3.00125181429112,0.493591248893057,0.60379975598516
"YOR376W-A",-0.286150543959436,2.29272115331261,0.493832645630265,0.603970186894228
"YER117W",-0.077710127493781,10.1043635398703,0.494784066745656,0.60500874621493
"YLR328W",-0.117145213058437,6.62112219316873,0.495082692593223,0.605149246181377
"YLR014C",0.269415364762663,3.66379064910243,0.495202109163737,0.605149246181377
"YPR183W",0.0901624639649645,8.33262040567755,0.495205788408015,0.605149246181377
"YNL197C",0.133695008646451,6.82322838133276,0.496108693530184,0.606127429200516
"YLR466W",-0.126003109196903,7.91847454257336,0.497374810262979,0.607521759471376
"YOR269W",-0.179994579428922,4.82730360387328,0.49745528555667,0.607521759471376
"YOL059W",-0.0768104886077047,8.45457494144661,0.497584704919216,0.607554415808295
"YOR284W",-0.212921664094533,4.16603837239601,0.49812582570428,0.60808964528414
"YNL001W",-0.126494441270606,5.52396570065935,0.498738253301726,0.608711684155593
"YPL227C",-0.113051910845467,5.79638251536204,0.500314327070201,0.610302669252597
"YLR114C",-0.0770882212641419,7.34743876903351,0.500316602228713,0.610302669252597
"YOR305W",-0.13513857303856,5.0534232420821,0.500351233487299,0.610302669252597
"YLR018C",-0.118190657137539,5.64859168776624,0.501331091445182,0.611371819472617
"YCL026C-A",-0.430887669244729,2.17164791844777,0.501679619621113,0.611670782876185
"YMR009W",-0.137143487444124,5.96163560041836,0.501887783404338,0.611739529725733
"YLR186W",0.162994061699397,6.14582045821718,0.501942777897319,0.611739529725733
"YDR418W",-0.0840930978152403,9.95443952941389,0.502966944695454,0.612861493361408
"YKL003C",-0.138253772285294,5.21584934826705,0.503609517360415,0.613518121108004
"YOL040C",-0.0897189608327286,10.1247336428928,0.50457813697012,0.613691417259954
"YBL103C",-0.116722812840398,6.0117180554147,0.504811244618657,0.613691417259954
"YBR078W",-0.0664906379051387,10.1658166577569,0.504894748537144,0.613691417259954
"Q0250",-2.33704260532844,0.624252047826113,0.505162268957121,0.613691417259954
"YDL022C-A",-1.90494905425842,0.563300877186113,0.50516408645388,0.613691417259954
"YBL071C-B",-2.33700281345016,0.624249666505591,0.505173549330986,0.613691417259954
"YJL136W-A",-1.90491001438904,0.563292793523028,0.505176706004454,0.613691417259954
"YJR158W",-1.90482947074706,0.563279300860091,0.50518256885076,0.613691417259954
"YNL339C",-2.33685288231928,0.624230573574353,0.505187275137217,0.613691417259954
"YGR078C",-0.123987934135423,5.62271235426006,0.50531019411066,0.613691417259954
"YOL161C",2.24303471457284,0.559739664387133,0.505319511212937,0.613691417259954
"YJL046W",-0.130119798975216,4.658442815612,0.505431237417982,0.613691417259954
"YJL114W",-1.9054206538431,0.563309584766334,0.505576541541409,0.613691417259954
"YDL246C",-0.716691699045112,3.01210249541782,0.505598551882191,0.613691417259954
"YLR464W",2.70527262981273,0.622188673548978,0.505599571035014,0.613691417259954
"YMR322C",-1.90518417996795,0.563271217302614,0.505604842838247,0.613691417259954
"YEL076C-A",2.70520129806721,0.622188673548978,0.505607092090335,0.613691417259954
"YDR542W",-1.90519742696509,0.563271217302614,0.505618668099083,0.613691417259954
"YCR061W",-0.168752762685726,6.07536229652375,0.506207446674216,0.614280037319798
"YIR006C",-0.0796575081187148,8.4348117900919,0.507398157605784,0.615598707925656
"YLR315W",-0.242030174283943,3.58741448278125,0.508056721559721,0.616233870041894
"YMR225C",-0.147624341190448,5.51248845158458,0.508129973286193,0.616233870041894
"YFL044C",-0.143195509541702,5.53903690273949,0.508528854863175,0.6165912365216
"YPL268W",0.147666811186008,5.42345314811091,0.509224843913839,0.617198087791367
"YPR181C",-0.0783578240520996,8.51526334400817,0.509237969342142,0.617198087791367
"YJR091C",-0.0928042911724995,7.47306692480171,0.509395878544626,0.617263037753134
"YDR393W",-0.103222939892341,5.37457117682337,0.50983961719257,0.617674245480843
"YDR362C",-0.0990463464555567,5.53023033529258,0.510795230847199,0.618605535905976
"YNL196C",-0.219579996737507,3.96020600154291,0.510817415656008,0.618605535905976
"YKR025W",-0.10011641323804,6.26081676985934,0.511278497933341,0.619037215525185
"YOR080W",-0.11607935787722,5.30984683543656,0.511608554584354,0.619310109958188
"YBL006C",0.102210012005616,7.05957973936093,0.513112690924076,0.621003843771274
"YER038C",0.266212879542711,3.82076106367905,0.51373242233438,0.621626736800107
"YGR105W",-0.108806474219395,5.94750247904173,0.514290474435391,0.622174757152772
"YLL032C",0.184515591328715,4.80111892939083,0.514438849947551,0.622227039071884
"YGR085C",-0.082910574171725,9.18652487100903,0.516013016642925,0.62390344306867
"YMR125W",-0.113291704132958,6.73589693361509,0.516035736078768,0.62390344306867
"YOL151W",-0.111927920319451,5.82965295655387,0.51657076974639,0.624422726167393
"YDL008W",0.119195905923936,5.36618518815832,0.516913073267818,0.624708875515865
"YPL059W",-0.111983047557856,5.87114269771883,0.517201937592724,0.624819203170134
"YMR278W",-0.105213925452848,6.17273178933643,0.517215558074584,0.624819203170134
"YMR216C",0.104051013414973,6.55703973117271,0.519677172253247,0.627664794493256
"YML049C",-0.0941221852630506,6.71489083492572,0.520561014149113,0.628603983820469
"YBR175W",-0.124776484976081,5.59115248685626,0.521287836315559,0.629320946497754
"YKL035W",0.0805364168298481,9.29978712186293,0.521367463196212,0.629320946497754
"YBL076C",0.0809552720783886,9.3293958597146,0.522135375024035,0.630119317564188
"YNL218W",-0.119955316141362,5.09163380283592,0.522391170812225,0.630299461194114
"YKL050C",0.260835604076021,3.58800224674773,0.522565129252863,0.630380809335207
"YOR182C",-0.102488976028178,8.51535507029128,0.522852790497152,0.630599258330951
"YER132C",0.144467076836793,5.53938467146948,0.523602336964166,0.631374572614015
"YIL037C",-0.189597861265909,3.6542829097079,0.523864751720131,0.631562293383866
"YLR187W",-0.114627174336696,5.36422099860278,0.524024060618281,0.631625660354119
"YOR184W",0.0884799662128394,7.77649368299182,0.524757255916703,0.63238058722182
"YLL045C",0.0658986973752055,11.0581977215437,0.525339533266105,0.632953373719312
"YDR422C",0.115046299853271,5.97395051887478,0.525796066158651,0.633248898700244
"YKL165C",-0.0925396515289574,5.68156601676942,0.525798857413267,0.633248898700244
"YHR214C-E",-0.353271128075219,1.05017900750266,0.527171157270119,0.634772433367377
"YKL184W",-0.0898441602282705,6.88861738797896,0.527877315648209,0.63549340319236
"YLL046C",-0.680973346095758,1.0095559446793,0.528503198780653,0.636117458743923
"YBR049C",-0.0958374445498226,6.15864278460556,0.529342233367558,0.636997761813268
"YMR267W",0.146952578095235,5.66477397397386,0.529885825566626,0.637312001136301
"YHR055C",0.0996666298161386,7.13229275309634,0.529913090903765,0.637312001136301
"YHR053C",0.0996666010046923,7.13229275309634,0.529926490720061,0.637312001136301
"YLL018C-A",0.119681855679857,5.18169013296394,0.530070479872918,0.637355624752703
"YDR106W",-0.316462784013115,2.2021066285329,0.530667585094374,0.637711457601349
"YNR019W",-0.0918596878644479,7.37385115674163,0.53068584216376,0.637711457601349
"YNR029C",-0.097810724558767,5.93449280806654,0.530689744334806,0.637711457601349
"YJL062W-A",-0.131119179775137,6.19656658281638,0.531567954106776,0.63863707298473
"YER182W",-0.122295019350052,5.42415520262947,0.532400835012042,0.639507864548569
"YNL181W",-0.0926874492906005,5.96398814994921,0.532882748132896,0.639956813619312
"YML015C",-0.12742639398512,5.73691047455041,0.533443422839507,0.640462277621167
"YGL083W",-0.121996545881296,5.72026556877813,0.533520122764024,0.640462277621167
"YGR213C",-0.19029099878041,4.21179040542032,0.534352155472242,0.64133097442784
"YPR201W",0.24969313182052,3.33514578317936,0.53479267409064,0.641729517865406
"YPL181W",0.0882666510868568,7.03981560333225,0.534950422330933,0.641788655501243
"YPR084W",-0.109351972706493,5.31393876099507,0.535088155825314,0.641823762014674
"YNL073W",0.0912122798415224,6.8889484014002,0.535261859736941,0.641901991095152
"YHR020W",0.080175744437618,8.3511312088697,0.535747289018969,0.642353943085155
"YPL170W",0.118172081197215,6.4763844297692,0.536698076823254,0.643308309364148
"YCR098C",-0.188248657201944,3.44543100467192,0.536832586988272,0.643308309364148
"YLL036C",0.0995845209879005,6.40216537524628,0.536869432421863,0.643308309364148
"YBR140C",-0.0748218276913165,7.06623115751794,0.537293261799333,0.64368581293109
"YNR038W",0.216159557354388,5.19522486559745,0.538321397243917,0.644656684176989
"YCL012C",-0.152083806468674,4.39928433712409,0.538321561013774,0.644656684176989
"YKL212W",0.0710594270070648,7.90500691143715,0.538954676305723,0.645270651486565
"YNL035C",0.110776547387357,5.54745200181107,0.539052362734171,0.645270651486565
"YDL104C",-0.138774961039457,4.32714771526312,0.539450578591975,0.645616721992054
"YDR533C",-0.179760054950272,4.6957142433672,0.540016737320176,0.646163606617489
"YDL043C",0.170589733737081,4.55082699546165,0.540136071994885,0.646175725433428
"YPL029W",0.152058656182736,4.94048302557409,0.540335773991655,0.646283964970411
"YGL230C",-0.300356140464829,1.95657304923224,0.541162580667776,0.647059172325939
"YDL168W",0.0970673649460816,6.65166378466367,0.541202610079614,0.647059172325939
"YOR152C",-0.181634061700851,3.65079605142189,0.541427370912817,0.647197121957805
"YHL007C",-0.0817708155697945,7.00170211989889,0.541558678038541,0.64722332820724
"YOR133W",0.0698856978675831,10.729992194635,0.542309228734221,0.647904332358152
"YGL260W",-0.44554275067206,2.02568111167674,0.542347500113221,0.647904332358152
"YLR047C",-0.123477773631119,4.51840457728739,0.542771230946158,0.648279647458299
"YLR190W",0.132335529092217,5.99142984323238,0.543105209207284,0.648547633275378
"YLR113W",-0.0699024407988332,8.57343170644744,0.54352387286745,0.648916617384322
"YPR170W-B",-0.0831724357730923,7.56961465909724,0.5437008411791,0.648996949214593
"YGL224C",0.103301082146187,5.75913203140056,0.544649701644232,0.649998443854159
"YGL258W-A",-0.500208228879535,2.17960308905969,0.545774501035371,0.651104926734449
"YJR053W",-0.208787948173488,2.71657247655648,0.545796930303002,0.651104926734449
"YJL193W",-0.188044922695118,4.51205926297477,0.546542243718138,0.651862619649309
"YCR031C",0.0629053242663055,10.6056800045643,0.546717844246988,0.651940645789888
"YJL065C",-0.126247392833745,5.5432842595713,0.54756343739556,0.652817420727287
"YNL243W",-0.0821613882620358,8.39096267049147,0.547750472627666,0.652908853049536
"YBR182C",-0.217051132912115,3.48154935281514,0.547884863594525,0.652937510148803
"YCL005W",-0.119934528988831,5.90241257710938,0.548945793646583,0.654070129079104
"YJL189W",-0.0895757651576263,9.85500559730426,0.549344566427912,0.65441348893778
"YIL142W",0.0645747347824796,8.70411795623745,0.549810121446865,0.654722049669184
"YFL045C",-0.0811001454590094,8.41385321745878,0.549824888424231,0.654722049669184
"YCR048W",-0.0929295944017169,7.18938534832623,0.550369519137657,0.655238721275154
"YBR086C",-0.0781649000728715,8.3804952771208,0.550521701121995,0.655288051808257
"YOL128C",-0.22869043615275,3.06250632988442,0.550885690191889,0.655589426561828
"YPR168W",-0.185632506715182,3.58527907116639,0.55350881241577,0.658578653340863
"YGR257C",-0.0834456710954711,6.59340207903526,0.553743866786292,0.65872472660634
"YOR361C",0.0948094145757263,8.19196235927163,0.55385423607682,0.65872472660634
"YJR125C",-0.0982697603357112,7.34928395275522,0.554314044186034,0.659139107606262
"YDR275W",-0.0946074677974647,5.51038699387045,0.555237891561013,0.660105003891202
"YHR131C",0.0822501148973982,6.45333842611789,0.55540140191577,0.660166752739175
"YNR002C",-0.151847076327748,5.26438119990724,0.555918850889868,0.660649094339295
"YPL265W",0.130498343706755,8.10438205902604,0.55604786690772,0.660669724596984
"YCL002C",-0.113436812738139,5.31098483015096,0.556650639524491,0.661253128702352
"YBL022C",0.0751504582237762,7.5781137281724,0.557235122818976,0.66181457682053
"YFR037C",-0.0654867090133123,8.34665980948583,0.557744482079738,0.662286594514511
"YBR127C",-0.0695393039080443,9.22386039973132,0.558128920960499,0.662610117440464
"YGL101W",-0.118150940852169,5.16592355750434,0.559683609693257,0.664322551365095
"YDR114C",-0.287480297282677,3.19935447742247,0.560735989167234,0.665438196530791
"YDL025C",-0.103770823898295,6.83355387598254,0.56188790207863,0.666580112503336
"YFL001W",-0.135133058894405,4.99368894391555,0.56192354253281,0.666580112503336
"YPR086W",-0.0765866188649266,6.88460036202226,0.562204926635973,0.666780226679706
"YMR310C",0.176715420779002,4.84001803697465,0.563440165920426,0.668002272101637
"YOR012W",0.193085288351546,3.71799078508848,0.563461101919769,0.668002272101637
"YNR016C",0.0654784964583987,9.55856482551439,0.564344281052493,0.66891528665617
"YER166W",-0.0687448245590491,7.53177205796303,0.564552195542664,0.669027706994982
"YMR261C",-0.076299540097397,7.90075860728994,0.565039574221912,0.669471197571297
"YDR050C",-0.0593368164410787,12.4877194009682,0.565561105559427,0.669954967286313
"YOL101C",0.177735694401856,5.75809397317774,0.565823500057281,0.670101532234045
